Baudrate:  115200Hz 	OVSR: 17 	DIV:   20 	OVSR_ADJ[10:0]: 252 	Error(%) = -0.08  	BaudrateSetting = 0x0252C014
Baudrate: 3202000Hz 	OVSR: 12 	DIV:    1 	OVSR_ADJ[10:0]: 2AA 	Error(%) = -0.06  	BaudrateSetting = 0x02AA7001
Baudrate: 3203000Hz 	OVSR: 12 	DIV:    1 	OVSR_ADJ[10:0]: 2AA 	Error(%) = -0.09  	BaudrateSetting = 0x02AA7001
Baudrate: 3203999Hz 	OVSR: 12 	DIV:    1 	OVSR_ADJ[10:0]: 2AA 	Error(%) = -0.12  	BaudrateSetting = 0x02AA7001
Baudrate: 3205000Hz 	OVSR: 12 	DIV:    1 	OVSR_ADJ[10:0]: 2AA 	Error(%) = -0.16  	BaudrateSetting = 0x02AA7001
Baudrate: 3206000Hz 	OVSR: 12 	DIV:    1 	OVSR_ADJ[10:0]: 2AA 	Error(%) = -0.19  	BaudrateSetting = 0x02AA7001
Baudrate: 3207000Hz 	OVSR: 12 	DIV:    1 	OVSR_ADJ[10:0]: 2AA 	Error(%) = -0.22  	BaudrateSetting = 0x02AA7001
Baudrate: 3208000Hz 	OVSR: 12 	DIV:    1 	OVSR_ADJ[10:0]: 2AA 	Error(%) = -0.25  	BaudrateSetting = 0x02AA7001
Baudrate: 3209000Hz 	OVSR: 12 	DIV:    1 	OVSR_ADJ[10:0]: 2AA 	Error(%) = -0.28  	BaudrateSetting = 0x02AA7001
Baudrate: 3210000Hz 	OVSR: 12 	DIV:    1 	OVSR_ADJ[10:0]: 2AA 	Error(%) = -0.31  	BaudrateSetting = 0x02AA7001
Baudrate: 3211000Hz 	OVSR: 12 	DIV:    1 	OVSR_ADJ[10:0]: 2AA 	Error(%) = -0.34  	BaudrateSetting = 0x02AA7001
Baudrate: 3211999Hz 	OVSR: 12 	DIV:    1 	OVSR_ADJ[10:0]: 2AA 	Error(%) = -0.37  	BaudrateSetting = 0x02AA7001
Baudrate: 3213000Hz 	OVSR: 12 	DIV:    1 	OVSR_ADJ[10:0]: 4AA 	Error(%) = -0.40  	BaudrateSetting = 0x04AA7001
Baudrate: 3214000Hz 	OVSR: 12 	DIV:    1 	OVSR_ADJ[10:0]: 4AA 	Error(%) = -0.44  	BaudrateSetting = 0x04AA7001
Baudrate: 3215000Hz 	OVSR: 12 	DIV:    1 	OVSR_ADJ[10:0]: 4AA 	Error(%) = -0.47  	BaudrateSetting = 0x04AA7001
Baudrate: 3216000Hz 	OVSR: 12 	DIV:    1 	OVSR_ADJ[10:0]: 4AA 	Error(%) = -0.50  	BaudrateSetting = 0x04AA7001
Baudrate: 3217000Hz 	OVSR: 12 	DIV:    1 	OVSR_ADJ[10:0]: 52A 	Error(%) = 0.48  	BaudrateSetting = 0x052A7001
Baudrate: 3218000Hz 	OVSR: 12 	DIV:    1 	OVSR_ADJ[10:0]: 52A 	Error(%) = 0.45  	BaudrateSetting = 0x052A7001
Baudrate: 3219000Hz 	OVSR: 12 	DIV:    1 	OVSR_ADJ[10:0]: 52A 	Error(%) = 0.41  	BaudrateSetting = 0x052A7001
Baudrate: 3219999Hz 	OVSR: 12 	DIV:    1 	OVSR_ADJ[10:0]: 52A 	Error(%) = 0.38  	BaudrateSetting = 0x052A7001
Baudrate: 3221000Hz 	OVSR: 12 	DIV:    1 	OVSR_ADJ[10:0]: 52A 	Error(%) = 0.35  	BaudrateSetting = 0x052A7001
Baudrate: 3222000Hz 	OVSR: 12 	DIV:    1 	OVSR_ADJ[10:0]: 54A 	Error(%) = 0.32  	BaudrateSetting = 0x054A7001
Baudrate: 3223000Hz 	OVSR: 12 	DIV:    1 	OVSR_ADJ[10:0]: 54A 	Error(%) = 0.29  	BaudrateSetting = 0x054A7001
Baudrate: 3224000Hz 	OVSR: 12 	DIV:    1 	OVSR_ADJ[10:0]: 14A 	Error(%) = 0.26  	BaudrateSetting = 0x014A7001
Baudrate: 3225000Hz 	OVSR: 12 	DIV:    1 	OVSR_ADJ[10:0]: 14A 	Error(%) = 0.23  	BaudrateSetting = 0x014A7001
Baudrate: 3226000Hz 	OVSR: 12 	DIV:    1 	OVSR_ADJ[10:0]: 14A 	Error(%) = 0.20  	BaudrateSetting = 0x014A7001
Baudrate: 3227000Hz 	OVSR: 12 	DIV:    1 	OVSR_ADJ[10:0]: 14A 	Error(%) = 0.16  	BaudrateSetting = 0x014A7001
Baudrate: 3227999Hz 	OVSR: 12 	DIV:    1 	OVSR_ADJ[10:0]: 14A 	Error(%) = 0.13  	BaudrateSetting = 0x014A7001
Baudrate: 3229000Hz 	OVSR: 12 	DIV:    1 	OVSR_ADJ[10:0]: 24A 	Error(%) = 0.10  	BaudrateSetting = 0x024A7001
Baudrate: 3230000Hz 	OVSR: 12 	DIV:    1 	OVSR_ADJ[10:0]: 24A 	Error(%) = 0.07  	BaudrateSetting = 0x024A7001
Baudrate: 3231000Hz 	OVSR: 12 	DIV:    1 	OVSR_ADJ[10:0]: 24A 	Error(%) = 0.04  	BaudrateSetting = 0x024A7001
Baudrate: 3232000Hz 	OVSR: 12 	DIV:    1 	OVSR_ADJ[10:0]: 24A 	Error(%) = 0.01  	BaudrateSetting = 0x024A7001
Baudrate: 3233000Hz 	OVSR: 12 	DIV:    1 	OVSR_ADJ[10:0]: 252 	Error(%) = -0.02  	BaudrateSetting = 0x02527001
Baudrate: 3234000Hz 	OVSR: 12 	DIV:    1 	OVSR_ADJ[10:0]: 252 	Error(%) = -0.05  	BaudrateSetting = 0x02527001
Baudrate: 3235000Hz 	OVSR: 12 	DIV:    1 	OVSR_ADJ[10:0]: 252 	Error(%) = -0.08  	BaudrateSetting = 0x02527001
Baudrate: 3235999Hz 	OVSR: 12 	DIV:    1 	OVSR_ADJ[10:0]: 252 	Error(%) = -0.11  	BaudrateSetting = 0x02527001
Baudrate: 3237000Hz 	OVSR: 12 	DIV:    1 	OVSR_ADJ[10:0]: 292 	Error(%) = -0.14  	BaudrateSetting = 0x02927001
Baudrate: 3238000Hz 	OVSR: 12 	DIV:    1 	OVSR_ADJ[10:0]: 292 	Error(%) = -0.18  	BaudrateSetting = 0x02927001
Baudrate: 3239000Hz 	OVSR: 12 	DIV:    1 	OVSR_ADJ[10:0]: 492 	Error(%) = -0.21  	BaudrateSetting = 0x04927001
Baudrate: 3240000Hz 	OVSR: 12 	DIV:    1 	OVSR_ADJ[10:0]: 492 	Error(%) = -0.24  	BaudrateSetting = 0x04927001
Baudrate: 3241000Hz 	OVSR: 12 	DIV:    1 	OVSR_ADJ[10:0]: 492 	Error(%) = -0.27  	BaudrateSetting = 0x04927001
Baudrate: 3242000Hz 	OVSR: 12 	DIV:    1 	OVSR_ADJ[10:0]: 492 	Error(%) = -0.30  	BaudrateSetting = 0x04927001
Baudrate: 3243000Hz 	OVSR: 12 	DIV:    1 	OVSR_ADJ[10:0]: 492 	Error(%) = -0.33  	BaudrateSetting = 0x04927001
Baudrate: 3244000Hz 	OVSR: 12 	DIV:    1 	OVSR_ADJ[10:0]: 492 	Error(%) = -0.36  	BaudrateSetting = 0x04927001
Baudrate: 3245000Hz 	OVSR: 12 	DIV:    1 	OVSR_ADJ[10:0]: 492 	Error(%) = -0.39  	BaudrateSetting = 0x04927001
Baudrate: 3246000Hz 	OVSR: 12 	DIV:    1 	OVSR_ADJ[10:0]: 492 	Error(%) = -0.42  	BaudrateSetting = 0x04927001
Baudrate: 3247000Hz 	OVSR: 12 	DIV:    1 	OVSR_ADJ[10:0]: 492 	Error(%) = -0.45  	BaudrateSetting = 0x04927001
Baudrate: 3248000Hz 	OVSR: 12 	DIV:    1 	OVSR_ADJ[10:0]:  92 	Error(%) = -0.48  	BaudrateSetting = 0x00927001
Baudrate: 3249000Hz 	OVSR: 12 	DIV:    1 	OVSR_ADJ[10:0]: 112 	Error(%) = 0.50  	BaudrateSetting = 0x01127001
Baudrate: 3250000Hz 	OVSR: 12 	DIV:    1 	OVSR_ADJ[10:0]: 112 	Error(%) = 0.47  	BaudrateSetting = 0x01127001
Baudrate: 3251000Hz 	OVSR: 12 	DIV:    1 	OVSR_ADJ[10:0]: 112 	Error(%) = 0.44  	BaudrateSetting = 0x01127001
Baudrate: 3252000Hz 	OVSR: 12 	DIV:    1 	OVSR_ADJ[10:0]: 112 	Error(%) = 0.41  	BaudrateSetting = 0x01127001
Baudrate: 3253000Hz 	OVSR: 12 	DIV:    1 	OVSR_ADJ[10:0]: 122 	Error(%) = 0.38  	BaudrateSetting = 0x01227001
Baudrate: 3254000Hz 	OVSR: 12 	DIV:    1 	OVSR_ADJ[10:0]: 122 	Error(%) = 0.35  	BaudrateSetting = 0x01227001
Baudrate: 3255000Hz 	OVSR: 12 	DIV:    1 	OVSR_ADJ[10:0]: 122 	Error(%) = 0.32  	BaudrateSetting = 0x01227001
Baudrate: 3256000Hz 	OVSR: 12 	DIV:    1 	OVSR_ADJ[10:0]: 122 	Error(%) = 0.29  	BaudrateSetting = 0x01227001
Baudrate: 3257000Hz 	OVSR: 12 	DIV:    1 	OVSR_ADJ[10:0]: 122 	Error(%) = 0.26  	BaudrateSetting = 0x01227001
Baudrate: 3258000Hz 	OVSR: 12 	DIV:    1 	OVSR_ADJ[10:0]: 222 	Error(%) = 0.22  	BaudrateSetting = 0x02227001
Baudrate: 3259000Hz 	OVSR: 12 	DIV:    1 	OVSR_ADJ[10:0]: 222 	Error(%) = 0.19  	BaudrateSetting = 0x02227001
Baudrate: 3260000Hz 	OVSR: 12 	DIV:    1 	OVSR_ADJ[10:0]: 222 	Error(%) = 0.16  	BaudrateSetting = 0x02227001
Baudrate: 3261000Hz 	OVSR: 12 	DIV:    1 	OVSR_ADJ[10:0]: 222 	Error(%) = 0.13  	BaudrateSetting = 0x02227001
Baudrate: 3262000Hz 	OVSR: 12 	DIV:    1 	OVSR_ADJ[10:0]: 222 	Error(%) = 0.10  	BaudrateSetting = 0x02227001
Baudrate: 3263000Hz 	OVSR: 12 	DIV:    1 	OVSR_ADJ[10:0]: 222 	Error(%) = 0.07  	BaudrateSetting = 0x02227001
Baudrate: 3264000Hz 	OVSR: 12 	DIV:    1 	OVSR_ADJ[10:0]: 222 	Error(%) = 0.04  	BaudrateSetting = 0x02227001
Baudrate: 3265000Hz 	OVSR: 12 	DIV:    1 	OVSR_ADJ[10:0]: 222 	Error(%) = 0.01  	BaudrateSetting = 0x02227001
Baudrate: 3266000Hz 	OVSR: 12 	DIV:    1 	OVSR_ADJ[10:0]: 444 	Error(%) = -0.02  	BaudrateSetting = 0x04447001
Baudrate: 3267000Hz 	OVSR: 12 	DIV:    1 	OVSR_ADJ[10:0]: 444 	Error(%) = -0.05  	BaudrateSetting = 0x04447001
Baudrate: 3268000Hz 	OVSR: 12 	DIV:    1 	OVSR_ADJ[10:0]: 444 	Error(%) = -0.08  	BaudrateSetting = 0x04447001
Baudrate: 3269000Hz 	OVSR: 12 	DIV:    1 	OVSR_ADJ[10:0]: 444 	Error(%) = -0.11  	BaudrateSetting = 0x04447001
Baudrate: 3270000Hz 	OVSR: 12 	DIV:    1 	OVSR_ADJ[10:0]: 444 	Error(%) = -0.14  	BaudrateSetting = 0x04447001
Baudrate: 3271000Hz 	OVSR: 12 	DIV:    1 	OVSR_ADJ[10:0]: 444 	Error(%) = -0.17  	BaudrateSetting = 0x04447001
Baudrate: 3272000Hz 	OVSR: 12 	DIV:    1 	OVSR_ADJ[10:0]:  44 	Error(%) = -0.20  	BaudrateSetting = 0x00447001
Baudrate: 3273000Hz 	OVSR: 12 	DIV:    1 	OVSR_ADJ[10:0]:  44 	Error(%) = -0.24  	BaudrateSetting = 0x00447001
Baudrate: 3274000Hz 	OVSR: 12 	DIV:    1 	OVSR_ADJ[10:0]:  44 	Error(%) = -0.27  	BaudrateSetting = 0x00447001
Baudrate: 3275000Hz 	OVSR: 12 	DIV:    1 	OVSR_ADJ[10:0]:  84 	Error(%) = -0.30  	BaudrateSetting = 0x00847001
Baudrate: 3276000Hz 	OVSR: 12 	DIV:    1 	OVSR_ADJ[10:0]:  84 	Error(%) = -0.33  	BaudrateSetting = 0x00847001
Baudrate: 3277000Hz 	OVSR: 12 	DIV:    1 	OVSR_ADJ[10:0]:  84 	Error(%) = -0.36  	BaudrateSetting = 0x00847001
Baudrate: 3278000Hz 	OVSR: 12 	DIV:    1 	OVSR_ADJ[10:0]:  84 	Error(%) = -0.39  	BaudrateSetting = 0x00847001
Baudrate: 3279000Hz 	OVSR: 12 	DIV:    1 	OVSR_ADJ[10:0]:  84 	Error(%) = -0.42  	BaudrateSetting = 0x00847001
Baudrate: 3280000Hz 	OVSR: 12 	DIV:    1 	OVSR_ADJ[10:0]:  84 	Error(%) = -0.45  	BaudrateSetting = 0x00847001
Baudrate: 3281000Hz 	OVSR: 12 	DIV:    1 	OVSR_ADJ[10:0]:  84 	Error(%) = -0.48  	BaudrateSetting = 0x00847001
Baudrate: 3282000Hz 	OVSR: 12 	DIV:    1 	OVSR_ADJ[10:0]:  84 	Error(%) = -0.51  	BaudrateSetting = 0x00847001
Baudrate: 3283000Hz 	OVSR: 12 	DIV:    1 	OVSR_ADJ[10:0]: 104 	Error(%) = 0.49  	BaudrateSetting = 0x01047001
Baudrate: 3284000Hz 	OVSR: 12 	DIV:    1 	OVSR_ADJ[10:0]: 104 	Error(%) = 0.46  	BaudrateSetting = 0x01047001
Baudrate: 3285000Hz 	OVSR: 12 	DIV:    1 	OVSR_ADJ[10:0]: 104 	Error(%) = 0.43  	BaudrateSetting = 0x01047001
Baudrate: 3286000Hz 	OVSR: 12 	DIV:    1 	OVSR_ADJ[10:0]: 104 	Error(%) = 0.39  	BaudrateSetting = 0x01047001
Baudrate: 3287000Hz 	OVSR: 12 	DIV:    1 	OVSR_ADJ[10:0]: 104 	Error(%) = 0.36  	BaudrateSetting = 0x01047001
Baudrate: 3288000Hz 	OVSR: 12 	DIV:    1 	OVSR_ADJ[10:0]: 208 	Error(%) = 0.33  	BaudrateSetting = 0x02087001
Baudrate: 3289000Hz 	OVSR: 12 	DIV:    1 	OVSR_ADJ[10:0]: 208 	Error(%) = 0.30  	BaudrateSetting = 0x02087001
Baudrate: 3290000Hz 	OVSR: 12 	DIV:    1 	OVSR_ADJ[10:0]: 208 	Error(%) = 0.27  	BaudrateSetting = 0x02087001
Baudrate: 3291000Hz 	OVSR: 12 	DIV:    1 	OVSR_ADJ[10:0]: 208 	Error(%) = 0.24  	BaudrateSetting = 0x02087001
Baudrate: 3292000Hz 	OVSR: 12 	DIV:    1 	OVSR_ADJ[10:0]: 208 	Error(%) = 0.21  	BaudrateSetting = 0x02087001
Baudrate: 3293000Hz 	OVSR: 12 	DIV:    1 	OVSR_ADJ[10:0]: 408 	Error(%) = 0.18  	BaudrateSetting = 0x04087001
Baudrate: 3294000Hz 	OVSR: 12 	DIV:    1 	OVSR_ADJ[10:0]: 408 	Error(%) = 0.15  	BaudrateSetting = 0x04087001
Baudrate: 3295000Hz 	OVSR: 12 	DIV:    1 	OVSR_ADJ[10:0]: 408 	Error(%) = 0.12  	BaudrateSetting = 0x04087001
Baudrate: 3296000Hz 	OVSR: 12 	DIV:    1 	OVSR_ADJ[10:0]:   8 	Error(%) = 0.09  	BaudrateSetting = 0x00087001
Baudrate: 3296999Hz 	OVSR: 12 	DIV:    1 	OVSR_ADJ[10:0]:   8 	Error(%) = 0.06  	BaudrateSetting = 0x00087001
Baudrate: 3298000Hz 	OVSR: 12 	DIV:    1 	OVSR_ADJ[10:0]:   8 	Error(%) = 0.03  	BaudrateSetting = 0x00087001
Baudrate: 3299000Hz 	OVSR: 12 	DIV:    1 	OVSR_ADJ[10:0]:  10 	Error(%) = -0.00  	BaudrateSetting = 0x00107001
Baudrate: 3300000Hz 	OVSR: 12 	DIV:    1 	OVSR_ADJ[10:0]:  10 	Error(%) = -0.03  	BaudrateSetting = 0x00107001
Baudrate: 3301000Hz 	OVSR: 12 	DIV:    1 	OVSR_ADJ[10:0]:  10 	Error(%) = -0.06  	BaudrateSetting = 0x00107001
Baudrate: 3302000Hz 	OVSR: 12 	DIV:    1 	OVSR_ADJ[10:0]:  10 	Error(%) = -0.09  	BaudrateSetting = 0x00107001
Baudrate: 3303000Hz 	OVSR: 12 	DIV:    1 	OVSR_ADJ[10:0]:  10 	Error(%) = -0.12  	BaudrateSetting = 0x00107001
Baudrate: 3304000Hz 	OVSR: 12 	DIV:    1 	OVSR_ADJ[10:0]:  10 	Error(%) = -0.15  	BaudrateSetting = 0x00107001
Baudrate: 3304999Hz 	OVSR: 12 	DIV:    1 	OVSR_ADJ[10:0]:  10 	Error(%) = -0.18  	BaudrateSetting = 0x00107001
Baudrate: 3306000Hz 	OVSR: 12 	DIV:    1 	OVSR_ADJ[10:0]:  20 	Error(%) = -0.21  	BaudrateSetting = 0x00207001
Baudrate: 3307000Hz 	OVSR: 12 	DIV:    1 	OVSR_ADJ[10:0]:  20 	Error(%) = -0.24  	BaudrateSetting = 0x00207001
Baudrate: 3308000Hz 	OVSR: 12 	DIV:    1 	OVSR_ADJ[10:0]:  20 	Error(%) = -0.27  	BaudrateSetting = 0x00207001
Baudrate: 3309000Hz 	OVSR: 12 	DIV:    1 	OVSR_ADJ[10:0]:  20 	Error(%) = -0.30  	BaudrateSetting = 0x00207001
Baudrate: 3310000Hz 	OVSR: 12 	DIV:    1 	OVSR_ADJ[10:0]:  20 	Error(%) = -0.33  	BaudrateSetting = 0x00207001
Baudrate: 3311000Hz 	OVSR: 12 	DIV:    1 	OVSR_ADJ[10:0]:  40 	Error(%) = -0.36  	BaudrateSetting = 0x00407001
Baudrate: 3312000Hz 	OVSR: 12 	DIV:    1 	OVSR_ADJ[10:0]:  40 	Error(%) = -0.39  	BaudrateSetting = 0x00407001
Baudrate: 3312999Hz 	OVSR: 12 	DIV:    1 	OVSR_ADJ[10:0]:  40 	Error(%) = -0.42  	BaudrateSetting = 0x00407001
Baudrate: 3314000Hz 	OVSR: 12 	DIV:    1 	OVSR_ADJ[10:0]:  80 	Error(%) = -0.45  	BaudrateSetting = 0x00807001
Baudrate: 3315000Hz 	OVSR: 12 	DIV:    1 	OVSR_ADJ[10:0]:  80 	Error(%) = -0.48  	BaudrateSetting = 0x00807001
Baudrate: 3316000Hz 	OVSR: 12 	DIV:    1 	OVSR_ADJ[10:0]:  80 	Error(%) = -0.51  	BaudrateSetting = 0x00807001
Baudrate: 3317000Hz 	OVSR: 12 	DIV:    1 	OVSR_ADJ[10:0]: 100 	Error(%) = 0.49  	BaudrateSetting = 0x01007001
Baudrate: 3318000Hz 	OVSR: 12 	DIV:    1 	OVSR_ADJ[10:0]: 200 	Error(%) = 0.46  	BaudrateSetting = 0x02007001
Baudrate: 3319000Hz 	OVSR: 12 	DIV:    1 	OVSR_ADJ[10:0]: 200 	Error(%) = 0.43  	BaudrateSetting = 0x02007001
Baudrate: 3320000Hz 	OVSR: 12 	DIV:    1 	OVSR_ADJ[10:0]: 400 	Error(%) = 0.40  	BaudrateSetting = 0x04007001
Baudrate: 3320999Hz 	OVSR: 12 	DIV:    1 	OVSR_ADJ[10:0]:   0 	Error(%) = 0.37  	BaudrateSetting = 0x00007001
Baudrate: 3322000Hz 	OVSR: 12 	DIV:    1 	OVSR_ADJ[10:0]:   0 	Error(%) = 0.34  	BaudrateSetting = 0x00007001
Baudrate: 3323000Hz 	OVSR: 12 	DIV:    1 	OVSR_ADJ[10:0]:   0 	Error(%) = 0.31  	BaudrateSetting = 0x00007001
Baudrate: 3324000Hz 	OVSR: 12 	DIV:    1 	OVSR_ADJ[10:0]:   0 	Error(%) = 0.28  	BaudrateSetting = 0x00007001
Baudrate: 3325000Hz 	OVSR: 12 	DIV:    1 	OVSR_ADJ[10:0]:   0 	Error(%) = 0.25  	BaudrateSetting = 0x00007001
Baudrate: 3326000Hz 	OVSR: 12 	DIV:    1 	OVSR_ADJ[10:0]:   0 	Error(%) = 0.22  	BaudrateSetting = 0x00007001
Baudrate: 3327000Hz 	OVSR: 12 	DIV:    1 	OVSR_ADJ[10:0]:   0 	Error(%) = 0.19  	BaudrateSetting = 0x00007001
Baudrate: 3328000Hz 	OVSR: 12 	DIV:    1 	OVSR_ADJ[10:0]:   0 	Error(%) = 0.16  	BaudrateSetting = 0x00007001
Baudrate: 3328999Hz 	OVSR: 12 	DIV:    1 	OVSR_ADJ[10:0]:   0 	Error(%) = 0.13  	BaudrateSetting = 0x00007001
Baudrate: 3330000Hz 	OVSR: 12 	DIV:    1 	OVSR_ADJ[10:0]:   0 	Error(%) = 0.10  	BaudrateSetting = 0x00007001
Baudrate: 3331000Hz 	OVSR: 12 	DIV:    1 	OVSR_ADJ[10:0]:   0 	Error(%) = 0.07  	BaudrateSetting = 0x00007001
Baudrate: 3332000Hz 	OVSR: 12 	DIV:    1 	OVSR_ADJ[10:0]:   0 	Error(%) = 0.04  	BaudrateSetting = 0x00007001
Baudrate: 3333000Hz 	OVSR: 12 	DIV:    1 	OVSR_ADJ[10:0]:   0 	Error(%) = 0.01  	BaudrateSetting = 0x00007001
Baudrate: 3334000Hz 	OVSR: 12 	DIV:    1 	OVSR_ADJ[10:0]:   0 	Error(%) = -0.02  	BaudrateSetting = 0x00007001
Baudrate: 3335000Hz 	OVSR: 12 	DIV:    1 	OVSR_ADJ[10:0]:   0 	Error(%) = -0.05  	BaudrateSetting = 0x00007001
Baudrate: 3336000Hz 	OVSR: 12 	DIV:    1 	OVSR_ADJ[10:0]:   0 	Error(%) = -0.08  	BaudrateSetting = 0x00007001
Baudrate: 3336999Hz 	OVSR: 12 	DIV:    1 	OVSR_ADJ[10:0]:   0 	Error(%) = -0.11  	BaudrateSetting = 0x00007001
Baudrate: 3338000Hz 	OVSR: 12 	DIV:    1 	OVSR_ADJ[10:0]:   0 	Error(%) = -0.14  	BaudrateSetting = 0x00007001
Baudrate: 3339000Hz 	OVSR: 12 	DIV:    1 	OVSR_ADJ[10:0]:   0 	Error(%) = -0.17  	BaudrateSetting = 0x00007001
Baudrate: 3340000Hz 	OVSR: 12 	DIV:    1 	OVSR_ADJ[10:0]:   0 	Error(%) = -0.20  	BaudrateSetting = 0x00007001
Baudrate: 3341000Hz 	OVSR: 12 	DIV:    1 	OVSR_ADJ[10:0]:   0 	Error(%) = -0.23  	BaudrateSetting = 0x00007001
Baudrate: 3342000Hz 	OVSR: 12 	DIV:    1 	OVSR_ADJ[10:0]:   0 	Error(%) = -0.26  	BaudrateSetting = 0x00007001
Baudrate: 3343000Hz 	OVSR: 12 	DIV:    1 	OVSR_ADJ[10:0]:   0 	Error(%) = -0.29  	BaudrateSetting = 0x00007001
Baudrate: 3344000Hz 	OVSR: 12 	DIV:    1 	OVSR_ADJ[10:0]:   0 	Error(%) = -0.32  	BaudrateSetting = 0x00007001
Baudrate: 3344999Hz 	OVSR: 12 	DIV:    1 	OVSR_ADJ[10:0]:   0 	Error(%) = -0.35  	BaudrateSetting = 0x00007001
Baudrate: 3346000Hz 	OVSR: 12 	DIV:    1 	OVSR_ADJ[10:0]:   0 	Error(%) = -0.38  	BaudrateSetting = 0x00007001
Baudrate: 3347000Hz 	OVSR: 11 	DIV:    1 	OVSR_ADJ[10:0]: 3FF 	Error(%) = -0.41  	BaudrateSetting = 0x03FF6001
Baudrate: 3348000Hz 	OVSR: 11 	DIV:    1 	OVSR_ADJ[10:0]: 5FF 	Error(%) = -0.44  	BaudrateSetting = 0x05FF6001
Baudrate: 3349000Hz 	OVSR: 11 	DIV:    1 	OVSR_ADJ[10:0]: 6FF 	Error(%) = -0.47  	BaudrateSetting = 0x06FF6001
Baudrate: 3350000Hz 	OVSR: 11 	DIV:    1 	OVSR_ADJ[10:0]: 6FF 	Error(%) = -0.50  	BaudrateSetting = 0x06FF6001
Baudrate: 3351000Hz 	OVSR: 11 	DIV:    1 	OVSR_ADJ[10:0]: 77F 	Error(%) = 0.52  	BaudrateSetting = 0x077F6001
Baudrate: 3352000Hz 	OVSR: 11 	DIV:    1 	OVSR_ADJ[10:0]: 77F 	Error(%) = 0.49  	BaudrateSetting = 0x077F6001
Baudrate: 3352999Hz 	OVSR: 11 	DIV:    1 	OVSR_ADJ[10:0]: 77F 	Error(%) = 0.46  	BaudrateSetting = 0x077F6001
Baudrate: 3354000Hz 	OVSR: 11 	DIV:    1 	OVSR_ADJ[10:0]: 7BF 	Error(%) = 0.43  	BaudrateSetting = 0x07BF6001
Baudrate: 3355000Hz 	OVSR: 11 	DIV:    1 	OVSR_ADJ[10:0]: 7BF 	Error(%) = 0.40  	BaudrateSetting = 0x07BF6001
Baudrate: 3356000Hz 	OVSR: 11 	DIV:    1 	OVSR_ADJ[10:0]: 7BF 	Error(%) = 0.37  	BaudrateSetting = 0x07BF6001
Baudrate: 3357000Hz 	OVSR: 11 	DIV:    1 	OVSR_ADJ[10:0]: 7DF 	Error(%) = 0.34  	BaudrateSetting = 0x07DF6001
Baudrate: 3358000Hz 	OVSR: 11 	DIV:    1 	OVSR_ADJ[10:0]: 7DF 	Error(%) = 0.31  	BaudrateSetting = 0x07DF6001
Baudrate: 3359000Hz 	OVSR: 11 	DIV:    1 	OVSR_ADJ[10:0]: 7DF 	Error(%) = 0.28  	BaudrateSetting = 0x07DF6001
Baudrate: 3360000Hz 	OVSR: 11 	DIV:    1 	OVSR_ADJ[10:0]: 7DF 	Error(%) = 0.25  	BaudrateSetting = 0x07DF6001
Baudrate: 3360999Hz 	OVSR: 11 	DIV:    1 	OVSR_ADJ[10:0]: 7DF 	Error(%) = 0.22  	BaudrateSetting = 0x07DF6001
Baudrate: 3362000Hz 	OVSR: 11 	DIV:    1 	OVSR_ADJ[10:0]: 7EF 	Error(%) = 0.19  	BaudrateSetting = 0x07EF6001
Baudrate: 3363000Hz 	OVSR: 11 	DIV:    1 	OVSR_ADJ[10:0]: 7EF 	Error(%) = 0.16  	BaudrateSetting = 0x07EF6001
Baudrate: 3364000Hz 	OVSR: 11 	DIV:    1 	OVSR_ADJ[10:0]: 7EF 	Error(%) = 0.13  	BaudrateSetting = 0x07EF6001
Baudrate: 3365000Hz 	OVSR: 11 	DIV:    1 	OVSR_ADJ[10:0]: 7EF 	Error(%) = 0.10  	BaudrateSetting = 0x07EF6001
Baudrate: 3366000Hz 	OVSR: 11 	DIV:    1 	OVSR_ADJ[10:0]: 7EF 	Error(%) = 0.07  	BaudrateSetting = 0x07EF6001
Baudrate: 3367000Hz 	OVSR: 11 	DIV:    1 	OVSR_ADJ[10:0]: 7EF 	Error(%) = 0.04  	BaudrateSetting = 0x07EF6001
Baudrate: 3368000Hz 	OVSR: 11 	DIV:    1 	OVSR_ADJ[10:0]: 7EF 	Error(%) = 0.01  	BaudrateSetting = 0x07EF6001
Baudrate: 3369000Hz 	OVSR: 11 	DIV:    1 	OVSR_ADJ[10:0]: 7F7 	Error(%) = -0.02  	BaudrateSetting = 0x07F76001
Baudrate: 3370000Hz 	OVSR: 11 	DIV:    1 	OVSR_ADJ[10:0]: 7F7 	Error(%) = -0.05  	BaudrateSetting = 0x07F76001
Baudrate: 3371000Hz 	OVSR: 11 	DIV:    1 	OVSR_ADJ[10:0]: 7F7 	Error(%) = -0.08  	BaudrateSetting = 0x07F76001
Baudrate: 3372000Hz 	OVSR: 11 	DIV:    1 	OVSR_ADJ[10:0]: 3F7 	Error(%) = -0.11  	BaudrateSetting = 0x03F76001
Baudrate: 3373000Hz 	OVSR: 11 	DIV:    1 	OVSR_ADJ[10:0]: 3F7 	Error(%) = -0.14  	BaudrateSetting = 0x03F76001
Baudrate: 3374000Hz 	OVSR: 11 	DIV:    1 	OVSR_ADJ[10:0]: 3F7 	Error(%) = -0.17  	BaudrateSetting = 0x03F76001
